Gatunek,prob nektaru,Kolor,lwo_zew,lwo_wew,laszo,lasow,p1,p2,mid_dia,szypulka,petal_length,pyl_length,Odl pyl od znam,odl pyl-pl,Dl znam,Dl szyjki,lknp,Nachylenie,volume,concentration,weight
F. michailovski,,3,,,,,,,,,19.89,11.83,1.22,4.45,,,,,3.25,,0.00177
F. michailovski,,3,,,,,31.31,31.05,22.92,51.69,24.36,10.94,0.33,4.93,15.28,7.74,1,75,2,,0.00381
F. michailovski,,3,,,,,,,,,25.03,12.41,1.12,6.17,,,,,,,0.003003333333333
F. michailovski,,3,,,,,,,,,24.83,11.69,0.32,4.89,,,,,,,
F. michailovski,,3,,,,,,,,,24.66,12.25,0.72,5.84,,,,,,,
F. michailovski,,3,,,,,,,,,25.56,15.17,0.52,6,,,,,,,
F. michailovski,,3,,,,,,,,,25.6,15.15,0.75,6,,,,,,,
F. michailovski,,3,,,,,28.95,27.21,19.36,69.95,26.14,14.4,0.6,5.68,17.55,8.17,1,78,,,
F. michailovski,,3,,,,,,,,,27.73,13.7,2.33,5.77,,,,,,,
F. michailovski,,3,,,,,,,,,27.39,14.44,1.11,4.36,,,,,,,
F. michailovski,,3,,,,,,,,,27.82,13.91,0.67,5.78,,,,,,,
F. michailovski,,3,,,,,,,,,29.95,17.52,0.76,6.27,,,,,,,
F. michailovski,,3,,,,,,,,,28.34,15.65,0,5.35,,,,,,,
F. michailovski,,3,,,,,35.85,34.3,23.51,22.96,22.48,10.84,0.44,7.56,12.92,8.21,2,120,,,
F. michailovski,,3,,,,,,,,,23.01,12.31,0.63,5.55,,,,,,,
F. michailovski,,3,,,,,,,,,21.59,10.75,1.08,5.08,,,,,,,
F. michailovski,,3,,,,,,,,,25.97,12.25,1.27,6.36,,,,,,,
F. michailovski,,3,,,,,,,,,25.97,11.29,1.18,7.2,,,,,,,
F. michailovski,,3,,,,,,,,,21.74,11.9,0.4,8.32,,,,,,,
F. michailovski,,3,,,,,21.2,25.87,19.03,26.84,23.38,9.92,1.24,3.8,14.67,7.07,2,94,,,
F. michailovski,,3,,,,,,,,,23.77,8.09,1.02,3.29,,,,,,,
F. michailovski,,3,,,,,,,,,22.54,8.09,0.46,5.76,,,,,,,
F. michailovski,,3,,,,,,,,,21.01,9.75,1.15,3.91,,,,,,,
F. michailovski,,3,,,,,,,,,24.67,7.15,1.03,4.43,,,,,,,
F. michailovski,,3,,,,,,,,,24.16,8.07,1.32,4.16,,,,,,,
F. michailovski,,3,,,,,22,18.19,14.57,39.11,25.79,12.99,1.69,3.9,14.88,6.41,2,100,,,
F. michailovski,,3,,,,,,,,,25.48,12.99,2.32,2.12,,,,,,,
F. michailovski,,3,,,,,,,,,25.46,12.77,1.6,3.05,,,,,,,
F. michailovski,,3,,,,,,,,,25.66,12.97,0.72,4.09,,,,,,,
F. michailovski,,3,,,,,,,,,26.84,11.64,0.97,4.52,,,,,,,
F. michailovski,,3,,,,,,,,,25.62,13.74,0.72,3.55,,,,,,,
F. michailovski,,3,,,,,20.17,23.35,19.88,21.14,25.31,17.87,,6.07,15.85,7.69,1,,,,
F. michailovski,,3,,,,,,,,,25.11,16.49,,6.22,,,,,,,
F. michailovski,,3,,,,,,,,,25.39,18.01,,5.42,,,,,,,
F. michailovski,,3,,,,,,,,,24.96,17.68,,6.21,,,,,,,
F. michailovski,,3,,,,,,,,,25.58,17.26,,5.63,,,,,,,
F. michailovski,,3,,,,,,,,,25.33,18.01,,4.15,,,,,,,
F. michailovski,,3,,,,,25.5,19.82,18.72,15.17,23.17,14.31,,,,,,,,,
F. michailovski,,3,,,,,,,,,23.78,14.24,,,,,,,,,
F. michailovski,,3,,,,,,,,,25.55,14.47,,,,,,,,,
F. michailovski,,3,,,,,,,,,23.6,16.06,,,,,,,,,
F. michailovski,,3,,,,,,,,,23.8,15.64,,,,,,,,,
F. michailovski,,3,,,,,,,,,23.86,15.55,,,,,,,,,
F. michailovski,,3,,,,,27.41,26.38,19.5,55.82,27.37,13.72,1.51,4.37,16.75,7.32,,90,,,
F. michailovski,,3,,,,,,,,,27.37,13.41,1.51,5.95,,,,,,,
F. michailovski,,3,,,,,,,,,25.63,14.13,1.9,5.39,,,,,,,
F. michailovski,,3,,,,,,,,,26.69,13.88,2.07,4.91,,,,,,,
F. michailovski,,3,,,,,,,,,26.71,14.63,0.6,4.28,,,,,,,
F. michailovski,,3,,,,,,,,,23.8,14.69,0.85,5.73,,,,,,,
F. michailovski,,3,,,,,19.75,18.25,13.97,66.02,22.53,14.96,2.54,4.43,14.12,6.92,,85,,,
F. michailovski,,3,,,,,,,,,20.04,14.38,2.54,3.32,,,,,,,
F. michailovski,,3,,,,,,,,,21.57,13.72,0.87,2.54,,,,,,,
F. michailovski,,3,,,,,,,,,20.62,22.39,0.57,4.42,,,,,,,
F. michailovski,,3,,,,,,,,,22.39,14.51,0.94,4.42,,,,,,,
F. michailovski,,3,,,,,,,,,21.95,14.51,2.1,3.1,,,,,,,
F. michailovski,,3,,,,,22.39,25.28,18.9,64.18,24.04,17.13,0.71,5.85,19.54,7.84,,90,,,
F. michailovski,,3,,,,,,,,,23.52,17.13,0.17,4.8,,,,,,,
F. michailovski,,3,,,,,,,,,23.98,16.64,1.18,5.38,,,,,,,
F. michailovski,,3,,,,,,,,,23.1,16.61,0.51,6.29,,,,,,,
F. michailovski,,3,,,,,,,,,22.76,18.27,0.51,7.23,,,,,,,
F. michailovski,,3,,,,,,,,,22.76,15.83,0.85,4.72,,,,,,,
F. michailovski,,3,,,,,20.98,22.64,18.66,60.94,21.72,17.98,0.95,4.81,17.97,9.77,,90,,,
F. michailovski,,3,,,,,,,,,21.42,17.23,0.96,3.97,,,,,,,
F. michailovski,,3,,,,,,,,,21.92,18.75,0.4,4.43,,,,,,,
F. michailovski,,3,,,,,,,,,21.82,16.45,0.01,5.47,,,,,,,
F. michailovski,,3,,,,,,,,,21.45,17.24,2.23,5.71,,,,,,,
F. michailovski,,3,,,,,,,,,20.68,17.25,0.22,4.68,,,,,,,
F. michailovski,,3,,,,,25.71,23.22,19.72,56.08,19.7,13.73,1.5,5.12,16.39,7,,85,,,
F. michailovski,,3,,,,,,,,,20.47,12.77,0.9,6,,,,,,,
F. michailovski,,3,,,,,,,,,19.44,12.47,0.91,6.46,,,,,,,
F. michailovski,,3,,,,,,,,,19.44,12.56,0.91,6.8,,,,,,,
F. michailovski,,3,,,,,,,,,19.54,11.65,1.75,7.89,,,,,,,
F. michailovski,,3,,,,,,,,,18.48,14.13,0.84,6.64,,,,,,,
F. michailovski,,3,,,,,25.57,24.8,21.65,51.32,23.27,14.25,0.71,6.25,17.02,9.44,,85,,,
F. michailovski,,3,,,,,,,,,22.94,13.77,0.8,5.86,,,,,,,
F. michailovski,,3,,,,,,,,,22.3,13.33,1.11,5.61,,,,,,,
F. michailovski,,3,,,,,,,,,22.58,13.9,0.97,6.4,,,,,,,
F. michailovski,,3,,,,,,,,,22.09,14.7,1.66,6.61,,,,,,,
F. michailovski,,3,,,,,,,,,20.42,13.82,0.88,6.02,,,,,,,
F. michailovski,,3,,,,,21.47,22.87,20.7,39.35,20.25,11.68,0.52,9.18,14.35,7.19,,90,,,
F. michailovski,,3,,,,,,,,,18.95,11.68,1.12,6.82,,,,,,,
F. michailovski,,3,,,,,,,,,19.89,11.58,0.58,7.16,,,,,,,
F. michailovski,,3,,,,,,,,,20.54,11.15,1.31,7.85,,,,,,,
F. michailovski,,3,,,,,,,,,20.19,12,1.31,7.79,,,,,,,
F. michailovski,,3,,,,,,,,,18.35,11.14,1.17,6.57,,,,,,,
F. michailovski,,3,,,,,39,15,18,30,21,6,1,4,11,4,2,75,,,
F. michailovski,,3,,,,,,,,,22,7,1,5.5,,,,,,,
F. michailovski,,3,,,,,,,,,21,6,1,3.8,,,,,,,
F. michailovski,,3,,,,,,,,,22,6,1,3.8,,,,,,,
F. michailovski,,3,,,,,,,,,22,6,,4,,,,,,,
F. michailovski,,3,,,,,22,16,17,37,22,6,,4.8,10,4,2,80,,,
F. michailovski,,3,,,,,,,,,21,8,1.4,4.2,,,,,,,
F. michailovski,,3,,,,,,,,,22,7,1.2,3.7,,,,,,,
F. michailovski,,3,,,,,,,,,22,6.5,1.3,3.8,,,,,,,
F. michailovski,,3,,,,,,,,,20,8,0,3.2,,,,,,,
F. michailovski,,3,,,,,,,,,20,6,1,3.2,,,,,,,
F. michailovski,,3,,,,,27,15,21,38,20,11,0,3,12,5,2,70,,,
F. michailovski,,3,,,,,,,,,27,11,0,5,,,,,,,
F. michailovski,,3,,,,,,,,,27,11,0,6,,,,,,,
F. michailovski,,3,,,,,,,,,29,,0,,,,,,,,
F. michailovski,,3,,,,,,,,,29,,0,,,,,,,,
F. michailovski,,3,,,,,,,,,29,,0,,,,,,,,
F. michailovski,,3,,,,,22,16,19,38,22,11,0.8,6,16,6,1,90,,,
F. michailovski,,3,,,,,,,,,22,11,0.8,6,,,,,,,
F. michailovski,,3,,,,,,,,,22,11,1,5,,,,,,,
F. michailovski,,3,,,,,,,,,24,11,1,4,,,,,,,
F. michailovski,,3,,,,,,,,,24,9,1,2.5,,,,,,,
F. michailovski,,3,,,,,,,,,24,9,1.4,3.3,,,,,,,
F. michailovski,,3,,,,,29,17,21,54,22,11,0.9,2,12,5,2,70,,,
F. michailovski,,3,,,,,,,,,23,11,0.7,7.5,,,,,,,
F. michailovski,,3,,,,,,,,,24,11,0.5,3,,,,,,,
F. michailovski,,3,,,,,,,,,23,11,0,4.7,,,,,,,
F. michailovski,,3,,,,,,,,,23,11,0,4.5,,,,,,,
F. michailovski,,3,,,,,,,,,23,11,0,6,,,,,,,
F. michailovski,,3,,,,,14,16,17,,22,12,0,6,14,10,,40,,,
F. michailovski,,3,,,,,,,,,18,10,1,8,,,,,,,
F. michailovski,,3,,,,,,,,,23,13,2,8,,,,,,,
F. michailovski,,3,,,,,28.5,20,22,33,22,10,0,6,8,12,2,90,,,
F. michailovski,,3,,,,,,,,,23,8,0,4.5,,,,,,,
F. michailovski,,3,,,,,,,,,24,7,0,4.5,,,,,,,
F. michailovski,,3,,,,,,,,,23,10,0,6,,,,,,,
F. michailovski,,3,,,,,,,,,23,10,0,,,,,,,,
F. michailovski,,3,,,,,,,,,23,9,0,,,,,,,,
F. michailovski,,3,,,,,,,,,,10,,,10,3,2,,,,
F. michailovski,,3,,,,,,,,,,11,,,17,8,,,,,
F. michailovski,,3,,,,,,,,,,11,,,,,,,,,
F. michailovski,,3,,,,,,,,,,12,,,,,,,,,
F. michailovski,,3,,,,,,,,,,11,,,,,,,,,
F. michailovski,,3,,,,,,,,,,12,,,,,,,,,
F. michailovski,,3,,,,,,,,,,12,,,,,2,,,,
F. michailovski,,3,,,,,,,,,,,,,,,1,,,,
F. michailovski,,3,,,,,,,,,,,,,,,2,,,,
F. michailovski,,3,,,,,,,,,,,,,,,,,,,
F. minuta,,3,7,,0,0,15,8,10,17,21,16,0,0,16,21,1,90,0.5,65,0.00066
F. minuta,,3,,,,6,25,13,14,17,23,12.5,0,0,19,14,1,60,1,68,0.18379
F. minuta,,3,,,,,19,16,13,19,20,15,0,0,21,12,1,40,0.9,69,0.0018
F. minuta,,3,,,,,16,9,12,17,23,11,0,0,19,10,1,60,0.8,67,0.00174
F. minuta,,3,,,,,24.5,9.5,14,24,20,13,0,0,18,10,1,55,0.8,68,0.18525
F. minuta,,3,,,,,13,,10,19,19,12,0,0,20,12,2,60,0.6,65.5,0.00091
F. minuta,,3,,,,,12,12.5,9,11,22,13,0,0,19,11,2,40,0.7,58,0.00087
F. minuta,,3,,,,,10,11,9.5,8,25,10,0,0,20,12,1,45,0.7,77,0.00087
F. minuta,,3,,,,,9,12,9,9,23,14,0,0,17,11,1,50,0.6,72.25,0.00056
F. minuta,,3,,,,,,,,8,21,13,0,0,15,19,1,40,0.65,65.25,0.00096
F. minuta,,3,,,,,,,,,22,13,0,0,13,17,1,,5.4,69,0.00063
F. minuta,,3,,,,,,,,,22,14,0,2,15,17,1,,,70,0.00085
F. minuta,,3,,,,,,,,,24,13,0,2,10,16,1,,,,0
F. minuta,,3,,,,,,,,,23,13,0,0,,,1,,,30,0.00106
F. minuta,,3,,,,,,,,,23,15,0,0,,,,,,,0.009783
F. minuta,,3,,,,,,,,,23,15,1.9,0,,,,,,,
F. minuta,,3,,,,,,,,,23,12,1.2,0,,,,,,,
F. minuta,,3,,,,,,,,,21,14,1.5,3.5,,,,,,,
F. minuta,,3,,,,,,,,,22,14,0.5,2,,,,,,,
F. minuta,,3,,,,,,,,,23,15,0,2,,,,,,,
F. minuta,,3,,,,,,,,,22,15,0,1,,,,,,,
F. minuta,,3,,,,,,,,,22,12,0,3,,,,,,,
F. minuta,,3,,,,,,,,,21,12,0,3,,,,,,,
F. minuta,,3,,,,,,,,,23,16,0,2,,,,,,,
F. minuta,,3,,,,,,,,,21,12,0,4,,,,,,,
F. minuta,,3,,,,,,,,,20,10,0,2,,,,,,,
F. minuta,,3,,,,,,,,,19,10,0,3,,,,,,,
F. minuta,,3,,,,,,,,,20,15,0,2,,,,,,,
F. minuta,,3,,,,,,,,,20,19,0,3,,,,,,,
F. minuta,,3,,,,,,,,,21,17,0,0.2,,,,,,,
F. minuta,,3,,,,,,,,,24,16,0,0.5,,,,,,,
F. minuta,,3,,,,,,,,,23,19,0,1.5,,,,,,,
F. minuta,,3,,,,,,,,,23,15,0,0.8,,,,,,,
F. minuta,,3,,,,,,,,,22,16,0,0.2,,,,,,,
F. minuta,,3,,,,,,,,,22,12,0,0.3,,,,,,,
F. minuta,,3,,,,,,,,,21,18,1,0,,,,,,,
F. minuta,,3,,,,,,,,,23,16,2,0,,,,,,,
F. minuta,,3,,,,,,,,,23,15,0,0,,,,,,,
F. minuta,,3,,,,,,,,,24,17,1,0,,,,,,,
F. minuta,,3,,,,,,,,,24,16,0,0,,,,,,,
F. minuta,,3,,,,,,,,,24,18,,0,,,,,,,
F. minuta,,3,,,,,,,,,22,18,,2,,,,,,,
F. minuta,,3,,,,,,,,,22,15,,4,,,,,,,
F. minuta,,3,,,,,,,,,22,18,,3,,,,,,,
F. minuta,,3,,,,,,,,,23,17,,2,,,,,,,
F. minuta,,3,,,,,,,,,19,18,,1,,,,,,,
F. minuta,,3,,,,,,,,,19,15,,3,,,,,,,
F. minuta,,3,,,,,,,,,19,16,,3,,,,,,,
F. minuta,,3,,,,,,,,,,18,,3,,,,,,,
F. minuta,,3,,,,,,,,,,15,,4,,,,,,,
F. minuta,,3,,,,,,,,,,16,,,,,,,,,
F. minuta,,3,,,,,,,,,,18,,,,,,,,,
F. minuta,,3,,,,,,,,,,13,,,,,,,,,
F. minuta,,3,,,,,,,,,,15,,,,,,,,,
F. minuta,,3,,,,,,,,,,13,,,,,,,,,
F. minuta,,3,,,,,,,,,,15,,,,,,,,,
F. minuta,,3,,,,,,,,,,15,,,,,,,,,
F. minuta,,3,,,,,,,,,,15,,,,,,,,,
F. minuta,,3,,,,,,,,,,15,,,,,,,,,
F. minuta,,3,,,,,,,,,,14,,,,,,,,,
F. minuta,,3,,,,,,,,,,11,,,,,,,,,
F. minuta,,3,,,,,,,,,,14,,,,,,,,,
F. minuta,,3,,,,,,,,,,16,,,,,,,,,
F. minuta,,3,,,,,,,,,,16,,,,,,,,,
F. minuta,,3,,,,,,,,,,19,,,,,,,,,
F. minuta,,3,,,,,,,,,,9,,,,,,,,,
F. minuta,,3,,,,,,,,,,11,,,,,,,,,
F. minuta,,3,,,,,,,,,,13,,,,,,,,,
F. minuta,,3,,,,,,,,,,9,,,,,,,,,
F. minuta,,3,,,,,,,,,,12,,,,,,,,,
F. minuta,,3,,,,,,,,,,19,,,,,,,,,
F. minuta,,3,,,,,,,,,,11,,,,,,,,,
F. minuta,,3,,,,,,,,,,10,,,,,,,,,
F. minuta,,3,,,,,,,,,,10,,,,,,,,,
F. minuta,,3,,,,,,,,,,12,,,,,,,,,
F. minuta,,3,,,,,,,,,,12,,,,,,,,,
F. minuta,,3,,,,,,,,,,9,,,,,,,,,
F. minuta,,3,,,,,,,,,,11,,,,,,,,,
F. minuta,,3,,,,,,,,,,10,,,,,,,,,
F. minuta,,3,,,,,,,,,,11,,,,,,,,,
F. minuta,,3,,,,,,,,,,10,,,,,,,,,
F. minuta,,3,,,,,,,,,,10,,,,,,,,,
F. minuta,,3,,,,,,,,,,11,,,,,,,,,
F. minuta,,3,,,,,,,,,,10,,,,,,,,,
F. meleagroides,,3,,,,,,,,,32.4,pylniki niepęknięte,5.96,5.18,21.13,6.88,,30,42,48,0.01398
F. meleagroides,,3,,,,,,,,,31.91,,7.38,6.77,,,,,28,47,0.01096
F. meleagroides,,3,,,,,,,,,31.46,,5.66,6.48,,,,,36,16,0.00829
F. meleagroides,,3,,,,,,,,,33.5,,5.58,4.67,,,,,46,42.5,0.01862
F. meleagroides,,3,,,,,,,,,33.77,,3.09,6.21,,,,,36,41.5,0.00259
F. meleagroides,,3,,,,,,,,,31.5,,1.64,5.34,,,,,54.5,45,0.01721
F. meleagroides,,,,,,,,,,,,,,,,,,,31,17,0.0056
F. meleagroides,,,,,,,,,,,,,,,,,,,35,14,0.01267
F. meleagroides,,,,,,,,,,,,,,,,,,,43,14,0.0113
F. meleagroides,,,,,,,,,,,,,,,,,,,,31,
F. meleagroides,,,,,,,,,,,,,,,,,,,,32,
F. meleagroides,,,,,,,,,,,,,,,,,,,,,
F. montana,,3,12,,10,,,,,,16.1,16.76,11.28,,7.45,brak,,70,1.34,,0.00174
F. montana,,3,,,4,,,,,,13.65,14.42,14.71,,6.34,,,,,,
F. montana,,3,,,9,,,,,,17.57,16.69,13.16,,6.08,,,,,,
F. montana,,3,,,,,,,,,,,14.37,,2.77,,,,,,
F. montana,,3,,,,,,,,,,,13.84,,4.22,,,,,,
F. montana,,3,,,,,,,,,,,13.22,,2.23,,,,,,
F. montana,,3,,,,,26.31,26.91,23.57,37.82,26.45,14.39,1.99,6.52,16.56,8.7,1,134,,,
F. montana,,3,,,,,,,,,26.69,13.37,2.12,9.27,,,,,,,
F. montana,,3,,,,,,,,,25.61,13.37,1.79,6.78,,,,,,,
F. montana,,3,,,,,,,,,26.58,13.91,1.45,7.18,,,,,,,
F. montana,,3,,,,,,,,,25.93,12.22,1.88,6.64,,,,,,,
F. montana,,3,,,,,,,,,25.93,12.22,0.72,7.4,,,,,,,
F. montana,,3,,,,,,,,23,25.15,,,,15.88,7.98,1,125,,,
F. montana,,3,,,,,,,,,26.23,,,,,,,,,,
F. montana,,3,,,,,,,,,28.18,,,,,,,,,,
F. montana,,3,,,,,,,,,26.73,,,,,,,,,,
F. montana,,3,,,,,,,,,26.04,,,,,,,,,,
F. montana,,3,,,,,,,,,26.04,,,,,,,,,,
F. montana,,3,,,,,23.4,20.5,,24.57,24.57,2.63,5.23,13.41,16.43,9.87,1,120,,,
F. montana,,3,,,,,,,,,24.45,2.77,6.71,10.89,,,,,,,
F. montana,,3,,,,,,,,,23.46,3.71,7.4,14.67,,,,,,,
F. montana,,3,,,,,,,,,25.35,3.84,5.98,10.61,,,,,,,
F. montana,,3,,,,,,,,,24.36,4.51,3.21,12.99,,,,,,,
F. montana,,3,,,,,,,,,24.59,2.73,4.36,14.91,,,,,,,
F. mutabilis,,1/3,,,,,,,,,22.09,11.87,3.1,5.09,14.48,7.53,,70,,,
F. mutabilis,,1/3,,,,,,,,,21.73,13.12,3.85,7.71,brak ynamienai,,,40,,,
F. mutabilis,,1/3,,,,,,,,,21.99,11.77,2.35,6.79,16.02,6.31,,20,,,
F. mutabilis,,1/3,,,,,,,,,18.02,10.51,4.19,7.46,,,,,,,
F. mutabilis,,1/3,,,,,,,,,17.84,13.18,3.7,6.3,,,,,,,
F. mutabilis,,1/3,,,,,,,,,18.12,9.48,2.8,5.49,,,,,,,
F. mutabilis,,1/3,,,,,,,,,25.39,12.22,0,4.37,,,,,,,
F. mutabilis,,1/3,,,,,,,,,24.03,13.7,0,5.12,,,,,,,
F. mutabilis,,1/3,,,,,,,,,25.19,14.35,0,3.89,,,,,,,
F. mutabilis,,1/3,,,,,,,,,21.22,13.38,0,4.97,,,,,,,
F. mutabilis,,1/3,,,,,,,,,21.12,11.36,0,4.96,,,,,,,
F. mutabilis,,1/3,,,,,,,,,20.19,11.43,0,4.51,,,,,,,
F. mutabilis,,1/3,,,,,,,,,16.74,18.85,,5.87,,,,,,,
F. mutabilis,,1/3,,,,,,,,,17.36,20.28,,9.72,,,,,,,
F. mutabilis,,1/3,,,,,,,,,16.3,22,,3,,,,,,,
F. mutabilis,,1/3,,,,,,,,,25.83,15.72,,5.48,,,,,,,
F. mutabilis,,1/3,,,,,,,,,25.07,16.4,,6.03,,,,,,,
F. mutabilis,,1/3,,,,,,,,,23.63,18.62,,4.41,,,,,,,
F. obliqua,,3,9,10,5,1,25.39,25,21.66,24.94,20.84,,,,,,,,2.8,61,0.00207
F. obliqua,,3,,,3,6,,,,,21.02,,,,,,,,,,
F. obliqua,,3,,,7,3,,,,,19.87,,,,,,,,,,
F. obliqua,,3,,,8,2,,,,,20.84,,,,,,,,,,
F. obliqua,,3,,,,,,,,,21.39,,,,,,,,,,
F. obliqua,,3,,,,,,,,,21.5,,,,,,,,,,
F. ojaiensis,,4,7,10,3,3,,,,,13.93,10.34,3.67,4.38,14.61,9.17,,90,,,
F. ojaiensis,,4,,,7,4,,,,,13.56,10.34,3,5.71,,,,,,,
F. ojaiensis,,4,,,3,1,,,,,12.82,9.66,3.66,2.63,,,,,,,
F. ojaiensis,,4,,,,1,,,,,12.2,9.68,2.78,2.56,,,,,,,
F. ojaiensis,,4,,,,5,,,,,12.49,9.68,4.16,2.46,,,,,,,
F. ojaiensis,,4,11,7,10,4,23.4,23.41,17.66,19.03,28.02,26.52,27.38,27.25,28.01,28.13,,,80,55.25,0.04577
F. olgae,,1,,,6,5,23.4,23.41,17.66,19.03,28.02,17.67,1.55,5.2,20.76,14.11,8,90,110,29,0.02964
F. olgae,,1,,,7,8,,,,,26.52,17.28,1.76,4.04,,,,,36,17,0.18942
F. olgae,,1,,,10,3,,,,,27.38,16.61,2.27,4.04,,,,,,,
F. olgae,,1,,,,2,,,,,27.25,16.38,2.35,2.38,,,,,,,
F. olgae,,1,,,,4,,,,,28.01,16.61,2.35,2.42,,,,,,,
F. olgae,,1,,,,,,,,,28.13,16.38,2.36,4.43,,,,,,,
F. olgae,,1,,,,,32.71,31.8,21.2,18.98,24.87,19.58,1.08,5.46,22.44,14.06,,,,,
F. olgae,,1,,,,,,,,,24.96,18.32,2.88,3.2,,,,,,,
F. olgae,,1,,,,,,,,,25.73,17.32,1.26,4.99,,,,,,,
F. olgae,,1,,,,,,,,,24.64,18.61,1.66,2.05,,,,,,,
F. olgae,,1,,,,,,,,,24.74,20.64,1.69,5.09,,,,,,,
F. olgae,,1,,,,,,,,,25.66,20.64,2.22,2.37,,,,,,,
F. olgae,,1,,,,,26.43,28.75,28.75,22.34,29.58,15.83,2.08,3.83,23.28,13.8,,105,,,
F. olgae,,1,,,,,,,,,26.78,15.83,2.55,3.86,,,,,,,
F. olgae,,1,,,,,,,,,25.2,18,2.89,4.09,,,,,,,
F. olgae,,1,,,,,,,,,23.49,15.78,2.06,4.14,,,,,,,
F. olgae,,1,,,,,,,,,23.49,15.16,1.92,4.15,,,,,,,
F. olgae,,1,,,,,,,,,23.49,18.06,1.92,4.15,,,,,,,
F. olgae,,1,,,,,23.09,23.56,17.08,16.37,25.01,14.23,2.97,3.95,20.68,13.98,,90,,,
F. olgae,,1,,,,,,,,,24.28,13.82,3.6,2.51,,,,,,,
F. olgae,,1,,,,,,,,,24.41,14.97,1.95,4.77,,,,,,,
F. olgae,,1,,,,,,,,,23.81,15.05,1.74,4.87,,,,,,,
F. olgae,,1,,,,,,,,,22.36,15.06,1.46,4.06,,,,,,,
F. olgae,,1,,,,,,,,,22.37,15.06,1.46,4.06,,,,,,,
F. olgae,,1,,,,,19.56,18.85,14.36,13.44,23.47,16.11,0,2.93,0,,,,,,
F. olgae,,1,,,,,,,,,23.5,16.08,,2.93,,,,,,,
F. olgae,,1,,,,,,,,,23.5,15,,3.79,,,,,,,
F. olgae,,1,,,,,,,,,23.19,15.85,,5.2,,,,,,,
F. olgae,,1,,,,,,,,,23.83,16.08,,5.22,,,,,,,
F. olgae,,1,,,,,,,,,22.33,16.09,,5.85,,,,,,,
F. olgae,,1,,,,,21.33,20.98,16.94,22.28,23.75,15.02,,5,,,,,,,
F. olgae,,1,,,,,,,,,25.02,14.96,,5.04,,,,,,,
F. olgae,,1,,,,,,,,,25.02,15.01,,4.19,,,,,,,
F. olgae,,1,,,,,,,,,22.55,15.81,,3.49,,,,,,,
F. olgae,,1,,,,,,,,,23.63,15.92,,3.76,,,,,,,
F. olgae,,1,,,,,,,,,22.63,16.28,,3.77,,,,,,,
F. olivieri,,1/3,7,8,5,5,46.54,42.56,30.02,32.42,0.9,13.84,1.64,6.06,21.23,8.43,2,65,7.4,39,0.00847
F. olivieri,,1/3,,,8,6,41.88,46.46,23.64,46.58,39.7,16.23,1.67,3.74,20.14,9.53,2,65,9.5,38.78,0.01123
F. olivieri,,1/3,,,8,6,38.63,47.75,27.51,31.38,37.57,16.29,1.06,5.66,23.29,8.16,2,50,14.5,41.75,0.01767
F. olivieri,,1/3,,,7,6,39.43,45.24,26.46,50.61,36.65,17.1,1.61,5.2,24.32,10.62,2,70,15,39.25,0.01858
F. olivieri,,1/3,,,,6,,,,,37.78,14.7,1.32,7.32,,,,,,19.5,
F. olivieri,,1/3,,,,3,17.21,22.09,9.01,36.17,36.01,18.9,4.13,2.19,22.69,10.3,2,70,,,
F. olivieri,,1/3,,,,,,,,,35.16,18.59,5.21,2.44,,,,,,,
F. olivieri,,1/3,,,,,,,,,35.99,18.59,5.4,1.72,,,,,,,
F. olivieri,,1/3,,,,,,,,,34.14,18.28,5.55,3.26,,,,,,,
F. olivieri,,1/3,,,,,,,,,34,17.9,7.86,4.18,,,,,,,
F. olivieri,,1/3,,,,,,,,,35.5,16.84,7.87,5.05,,,,,,,
F. olivieri,,1/3,,,,,31.52,19.89,17.56,43.32,36.04,15.13,6.62,3.52,21.58,9.15,2,65,,,
F. olivieri,,1/3,,,,,,,,,36.04,15.13,6.62,4.27,,,,,,,
F. olivieri,,1/3,,,,,,,,,35.39,15.04,6.65,3.4,,,,,,,
F. olivieri,,1/3,,,,,,,,,35.19,15.5,7.24,3.94,,,,,,,
F. olivieri,,1/3,,,,,,,,,35.03,15.15,7.16,3.94,,,,,,,
F. olivieri,,1/3,,,,,,,,,33.52,14.97,7.16,4.33,,,,,,,
F. olivieri,,1/3,,,,,21.48,20.93,15.52,42.77,36.67,16.69,5.95,3.59,23.63,9.18,2,50,,,
F. olivieri,,1/3,,,,,,,,,37.39,18.05,6.05,4.55,,,,,,,
F. olivieri,,1/3,,,,,,,,,36.73,16.78,4.57,4.37,,,,,,,
F. olivieri,,1/3,,,,,,,,,35.03,16.8,5.47,4.66,,,,,,,
F. olivieri,,1/3,,,,,,,,,35.39,15.85,5.88,3.95,,,,,,,
F. olivieri,,1/3,,,,,,,,,35.2,16.51,5.93,2.48,,,,,,,
F. olivieri,,1/3,,,,,22.9,22.46,18.55,36.29,36.73,13.55,6.63,4.13,22.08,8.29,2,45,,,
F. olivieri,,1/3,,,,,,,,,36.48,13.49,6.65,4.26,,,,,,,
F. olivieri,,1/3,,,,,,,,,brak,13.2,7.23,3.98,,,,,,,
F. olivieri,,1/3,,,,,,,,,36.52,13.53,7.22,brak,,,,,,,
F. olivieri,,1/3,,,,,,,,,brak,13.93,7.54,brak,,,,,,,
F. olivieri,,1/3,,,,,,,,,brak,13.68,7.24,brak,,,,,,,
