Gatunek,prob nektaru,Kolor,lwo_zew,lwo_wew,laszo,lasow,p1,p2,mid_dia,szypulka,petal_length,pyl_length,Odl pyl od znam,odl pyl-pl,Dl znam,Dl szyjki,lknp,Nachylenie,volume,concentration,weight
F. acmopetala,,1,,14,9,4,40.95,42.18,27.58,30.71,33.89,28.63,1.71,8.36,23.81,10.84,1,45,35,16.5,0.03784
F. acmopetala,,1,,,17,2,44.74,39.21,26.61,32.68,33.89,29.49,1.62,8.31,,,,,24,35.25,0.03021
F. acmopetala,,1,,,9,0,44.93,44.77,28.71,46.9,31.32,28.61,1.7,7.64,,,,,5,11,0.00519
F. acmopetala,,1,,,9,,40.39,40.62,24.05,48.83,32.39,27.85,1.7,7.64,,,,,9.8,26.5,0.01169
F. acmopetala,,1,,,9,,42.61,42.85,26.79,56.6,35.72,27.85,1.92,9.38,,,,,40,21,0.03113
F. acmopetala,,1,,,2,,49.04,46,28.99,23.39,34.83,27.85,1.92,11.56,,,,,34,35.25,0.03423
F. acmopetala,43,1,,,3,,32.93,30.53,24.69,28.41,32.52,17.7,2.15,10.39,20.86,11.21,2,60,33.5,42,0.03692
F. acmopetala,,1,,,17,,35.93,37.77,28.91,36.92,32.52,16.27,2.15,6.64,,,,,4,59,
F. acmopetala,,1,,,12,,47.36,47.34,30.46,25.48,36.46,17.61,1.66,6.67,,,,,36,49,0.03944
F. acmopetala,,1,,,,,48.37,47.61,32.55,49.65,33.81,18.23,2.66,8.64,,,,,37,46,0.04109
F. acmopetala,,1,,,,,40.07,37.96,28.48,47.54,33.81,17,2.08,9.45,,,,,19.5,41.5,0.01893
F. acmopetala,,1,,,,,35.82,37.68,27.05,31.77,33.81,17,2.08,10.55,,,,,4,34.5,0.00668
F. acmopetala,,1,,,,,44.73,45.56,29.63,46.59,38.92,21.49,0.55,8.22,8.1,7.46,,70,60,47.25,0.06226
F. acmopetala,,1,,,,,41,46,,49,38.75,21.49,0.55,6.57,,,,,48,28.5,0.06065
F. acmopetala,,1,,,,,40,45,,65,38.75,22.61,1.66,9.34,,,,,46,58.5,0.05371
F. acmopetala,,1,,,,,36,33,,37,39.18,22.61,2.54,7.06,,,,,26,20,0.03088
F. acmopetala,,1,,,,,45,43,,30,37.31,23.19,0.39,0,,,,,25,21,0.02748
F. acmopetala,,1,,,,,44,44,,,37.31,23.19,0.33,0.12,,,,,5,66,0.00503
F. acmopetala,,1,,,,,44,25,28,44,37.85,18.18,1.02,6.89,21.8,11.92,,70,7.4,9,0.00824
F. acmopetala,,1,,,,,31,26,27,2,36.19,18.18,1.63,7.49,,,,,3,28,
F. acmopetala,,1,,,,,48,31,26,31,36.19,17.48,1.68,5.32,,,,,0.8,48.25,0.01110
F. acmopetala,,1,,,,,,,,,35.78,17.48,0.62,6.42,,,,,10.6,9.25,0.00496
F. acmopetala,,1,,,,,,,,,38.38,17.59,1.08,7.14,,,,,,57.25,
F. acmopetala,,1,,,,,,,,,38.38,17.59,1.08,7.14,,,,,35,51.25,0.04462
F. acmopetala,,1,,,,,,,,,37.46,19.17,1.6,9.91,26.54,14.19,,45,18.5,62,0.02229
F. acmopetala,,1,,,,,,,,,36.5,19.86,1.64,8.61,,,,,19,65.75,0.02213
F. acmopetala,,1,,,,,,,,,36.5,18.44,0.92,10.47,,,,,20,62,0.03303
F. acmopetala,,1,,,,,,,,,37.38,19.61,1.83,8.71,,,,,,42.25,0.06096
F. acmopetala,,1,,,,,,,,,38.64,19.63,0.39,9.3,,,,,,32.5,
F. acmopetala,,1,,,,,,,,,38.23,19.63,1.74,9.01,,,,,12.5,26.25,0.01568
F. acmopetala,,1,,,,,,,,,40.56,19.69,1.64,6.65,22.15,11.49,,,43,23,0.03458
F. acmopetala,,1,,,,,,,,,39.52,19.62,1.14,6.55,,,,,1,31,0.00190
F. acmopetala,,1,,,,,,,,,39.39,20.75,1.2,5.32,,,,,7.6,38.5,0.00894
F. acmopetala,,1,,,,,,,,,39.56,19.92,0.92,4.93,,,,,36,30,0.03768
F. acmopetala,,1,,,,,,,,,38.52,20.86,0,6,,,,,35.5,46.5,0.03669
F. acmopetala,,1,,,,,,,,,34.82,22.67,0,4.15,,,,,60,10,0.06015
F. acmopetala,,1,,,,,,,,,34.82,20.51,0.86,9,,,,,37,21,0.03374
F. acmopetala,,1,,,,,,,,,34.8,19.32,0,10.78,,,,,55,27.25,0.05619
F. acmopetala,,1,,,,,,,,,33.82,19.06,0,6.98,,,,,34.5,46,0.03809
F. acmopetala,,1,,,,,,,,,33.19,20.59,0.74,9.43,,,,,44.5,49,0.05148
F. acmopetala,,1,,,,,,,,,34.93,20.06,0.73,,,,,,4,36.25,0.00304
F. acmopetala,,1,,,,,,,,,28.07,20.86,,,,,,,5,57.75,0.00701
F. acmopetala,,1,,,,,,,,,28.08,16.41,0.41,9.26,18.63,10.57,,,23.0807692307692,38.8362068965517,0.02963
F. acmopetala,,1,,,,,,,,,28.15,16.41,0.04,7.59,,,,,35,21,0.03613
F. acmopetala,,1,,,,,,,,,30.59,16.62,,5.07,,,,,18.5,17.5,0.01688
F. acmopetala,,1,,,,,,,,,30.42,17.91,0,5.19,,,,,28,18.5,0.00672
F. acmopetala,,1,,,,,,,,,30.42,,0,8.65,,,,,49,17,0.01337
F. acmopetala,,1,,,,,,,,,40.26,,,10.51,,,,,6,13.5,0.04163
F. acmopetala,,1,,,,,,,,,39.77,22.25,0.31,6.49,20.3,11.01,,,6.4,23,0.04142
F. acmopetala,,1,,,,,,,,,39.77,23.51,1.12,9.54,,,,,32,,0.02432
F. acmopetala,,1,,,,,,,,,38.3,22.35,1.31,9.03,,,,,46,,0.03644
F. acmopetala,,1,,,,,,,,,38.31,20.31,2.13,11.36,,,,,64.5,,0.06243
F. acmopetala,,1,,,,,,,,,38.31,21.04,1.05,8.87,,,,,56,,
F. acmopetala,,1,,,,,,,,,41.64,20.82,0,8.82,,,,,51.5,,
F. acmopetala,,1,,,,,,,,,42.68,22.44,2.12,8.76,24.57,9.81,,,54,,
F. acmopetala,,1,,,,,,,,,42.68,20.37,0.76,8.9,,,,,90,,
F. acmopetala,,1,,,,,,,,,41.76,22.32,2.14,7.36,,,,,,,
F. acmopetala,,1,,,,,,,,,38.48,21.11,1.02,8.8,,,,,,,
F. acmopetala,,1,,,,,,,,,38.48,21.86,1.47,7.2,,,,,,,
F. acmopetala,,1,,,,,,,,,37.48,22.61,2.21,9.46,,,,,,,
F. acmopetala,,1,,,,,,,,,37.48,23.6,1.03,6.72,21.79,11.51,,,,,
F. acmopetala,,1,,,,,,,,,39.41,22.19,0,7.02,,,,,,,
F. acmopetala,,1,,,,,,,,,37.68,23.63,0.64,10.79,,,,,,,
F. acmopetala,,1,,,,,,,,,38.86,21.61,0.76,10.88,,,,,,,
F. acmopetala,,1,,,,,,,,,38.86,21.62,0.11,9.4,,,,,,,
F. acmopetala,,1,,,,,,,,,30.9,20.94,1.16,9.69,,,,,,,
F. acmopetala,,1,,,,,,,,,29.21,20.69,0,6.97,20.42,10.52,,,,,
F. acmopetala,,1,,,,,,,,,30.37,20.48,0,7.66,,,,,,,
F. acmopetala,,1,,,,,,,,,31.51,19.37,0,7.39,,,,,,,
F. acmopetala,,1,,,,,,,,,33.62,20.44,0,10.28,,,,,,,
F. acmopetala,,1,,,,,,,,,31.88,19.95,0,7.69,,,,,,,
F. acmopetala,,1,,,,,,,,,37.2,20.4,0,9.63,,,,,,,
F. acmopetala,,1,,,,,,,,,38.19,22.19,1.22,6,22.33,9.54,,,,,
F. acmopetala,,1,,,,,,,,,38.19,21.37,1.96,7,,,,,,,
F. acmopetala,,1,,,,,,,,,38.56,22.5,0.77,6,,,,,,,
F. acmopetala,,1,,,,,,,,,37.86,23.5,2.11,7,,,,,,,
F. acmopetala,,1,,,,,,,,,38.44,21.92,2.7,6,,,,,,,
F. acmopetala,,1,,,,,,,,,43,24.25,2.12,6,,,,,,,
F. acmopetala,,1,,,,,,,,,40,17,2,6,23,9,1,45,,,
F. acmopetala,,1,,,,,,,,,41,18,5,7,,,,,,,
F. acmopetala,,1,,,,,,,,,37,17,2,6,,,,,,,
F. acmopetala,,1,,,,,,,,,36,18,1,7,,,,,,,
F. acmopetala,,1,,,,,,,,,38,17,1,6,,,,,,,
F. acmopetala,,1,,,,,,,,,38,18,1,6,,,,,,,
F. acmopetala,,1,,,,,,,,,38,16,2.5,8,20,8,1,40,,,
F. acmopetala,,1,,,,,,,,,38,16,2,9,,,,,,,
F. acmopetala,,1,,,,,,,,,40,16,1,8,,,,,,,
F. acmopetala,,1,,,,,,,,,41,16,1,7,,,,,,,
F. acmopetala,,1,,,,,,,,,41,16,1,6,,,,,,,
F. acmopetala,,1,,,,,,,,,41,16,1,7,,,,,,,
F. acmopetala,,1,,,,,,,,,41,16,2.5,6,23,10,1,60,,,
F. acmopetala,,1,,,,,,,,,42,16,1.5,7,,,,,,,
F. acmopetala,,1,,,,,,,,,33,17,2,6,,,,,,,
F. acmopetala,,1,,,,,,,,,33,17,1,5,,,,,,,
F. acmopetala,,1,,,,,,,,,33,17,2,7,,,,,,,
F. acmopetala,,1,,,,,,,,,33,17,2,4,,,,,,,
F. acmopetala,,1,,,,,,,,,34,15,3.5,9,21,8,1,80,,,
F. acmopetala,,1,,,,,,,,,35,15,2,10,,,,,,,
F. acmopetala,,1,,,,,,,,,37,14,2,12,,,,,,,
F. acmopetala,,1,,,,,,,,,38,15,1.5,9,,,,,,,
F. acmopetala,,1,,,,,,,,,38,14,1,9.5,,,,,,,
F. acmopetala,,1,,,,,,,,,39,15,1,5,,,,,,,
F. acmopetala,,1,,,,,,,,,39,17,0,7,,,1,53,,,
F. acmopetala,,1,,,,,,,,,40,17,0,5,,,1,45,,,
F. acmopetala,,1,,,,,,,,,43,17,0,11,,,,,,,
F. acmopetala,,1,,,,,,,,,43,17,1,7,,,,,,,
F. acmopetala,,1,,,,,,,,,42,17,2,7,,,,,,,
F. acmopetala,,1,,,,,,,,,42,17,3,4.5,,,,,,,
F. acmopetala,,1,,,,,,,,,43,18,0,,,,,,,,
F. acmopetala,,1,,,,,,,,,42,18,1,,,,,,,,
F. acmopetala,,1,,,,,,,,,35,18,1,7,,,,,,,
F. acmopetala,,1,,,,,,,,,35,18,2,7,,,,,,,
F. acmopetala,,1,,,,,,,,,34,17,2,9,,,,,,,
F. acmopetala,,1,,,,,,,,,35,17,2,8,,,,,,,
F. acmopetala,,1,,,,,,,,,32,15,3,8,17,6,1,45,,,
F. acmopetala,,1,,,,,,,,,33,14,2,7,,,,,,,
F. acmopetala,,1,,,,,,,,,,15,2,11,,,,,,,
F. acmopetala,,1,,,,,,,,,,15,4,4,,,,,,,
F. acmopetala,,1,,,,,,,,,37,15,3,8,,,,,,,
F. acmopetala,,1,,,,,,,,,36,14,3,9,,,,,,,
F. acmopetala,,1,,,,,,,,,36,15,,7,,,,,,,
F. acmopetala,,1,,,,,,,,,35,17,4,7,,,,,,,
F. acmopetala,,1,,,,,,,,,33,17,4,8,21,10,2,85,,,
F. acmopetala,,1,,,,,,,,,35,17,4,9,,,,,,,
F. acmopetala,,1,,,,,,,,,33,17,3,9,,,,,,,
F. acmopetala,,1,,,,,,,,,33,17,3,8,,,,,,,
F. acmopetala,,1,,,,,,,,,34,15,2,10,,,,,,,
F. acmopetala,,1,,,,,,,,,33,13,2,12,,,,,,,
F. acmopetala,,1,,,,,,,,,32,12,2,,16,6,2,90,,,
F. acmopetala,,1,,,,,,,,,33,12,2,,,,,,,,
F. acmopetala,,1,,,,,,,,,,,2,,,,,,,,
F. acmopetala,,1,,,,,,,,,,,3,,,,,,,,
F. amabilis,,2,11,13,5,4,14.59,14.59,14.59,18,19.77,11.36,0,3.98,16.95,10.9,1,90,,,
F. amabilis,,2,,,4,2,14.59,14.59,14.59,18,21.71,11.36,0,2.86,16.95,10.9,1,90,,,
F. amabilis,,2,,,3,0,,,,,20.33,12.2,0,3.9,,,,,,,
F. amabilis,,2,,,,1,,,,,19.66,12.21,0,3.9,,,,,,,
F. amabilis,,2,,,,,,,,,21.63,12.22,0,4.43,,,,,,,
F. amabilis,,2,,,,,,,,,20.73,12.23,0,4.42,,,,,,,
F. amabilis,,2,,,,,,,,,19.77,11.36,0,3.98,,,,,,,
F. amabilis,,2,,,,,,,,,21.71,11.36,0,2.86,,,,,,,
F. amabilis,,2,,,,,,,,,20.33,12.2,0,3.9,,,,,,,
F. amabilis,,2,,,,,,,,,19.66,12.21,0,3.9,,,,,,,
F. amabilis,,2,,,,,,,,,21.63,12.22,0,4.43,,,,,,,
F. amabilis,,2,,,,,,,,,20.73,12.23,0,4.42,,,,,,,
F. argolica,,3,,8,,2,,,,,,,,,,,,,,,
F. argolica,,3,,,,4,,,,,,,,,,,,,,,
F. argolica,,3,,,,4,,,,,,,,,,,,,,,
F. amana,,1,,,,,,,,,26.32,14.94,2.17,7.34,19.12,8.22,,30,,,
F. amana,,1,,,,,,,,,25.55,17.71,1.88,6.58,,,,,,,
F. amana,,1,,,,,,,,,25.54,15.34,2.67,6.89,,,,,,,
F. amana,,1,,,,,,,,,26.15,17.85,1,4.93,,,,,,,
F. amana,,1,,,,,,,,,26.47,15.63,2.04,6.48,,,,,,,
F. amana,,1,,,,,,,,,24.49,16.55,2.69,8.17,,,,,,,
F. amana,4,1,,,,,14.17,14.46,25.88,6.91,22.01,15.64,0.63,1.81,16.09,8.26,2,85,6,46.75,0.00581
F. amana,,1,,,,,,,,,22,14.27,1.08,4.07,,,,,6.4,65,0.00278
F. amana,,1,,,,,,,,,20.24,14.92,0,3.69,,,,,11,32,0.00788
F. amana,,1,,,,,,,,,23.26,14.9,0,1.47,,,,,,47.5,0.00788
F. amana,,1,,,,,,,,,23.63,15.47,0,1.69,,,,,,,0.00192
F. amana,,1,,,,,,,,,21.62,13.62,0,2.03,,,,,,,0.00039
F. amana,,1,,,,,17.33,22.33,26.01,9.27,22.12,14.73,0.68,1.91,18.02,8.19,2,60,,,
F. amana,,1,,,,,,,,,22.99,14.74,0.68,1.89,,,,,,,
F. amana,,1,,,,,,,,,22.65,14.74,0.68,1.44,,,,,,,
F. amana,,1,,,,,,,,,18.78,14.83,0,1.27,,,,,,,
F. amana,,1,,,,,,,,,23.79,14.83,0,1.38,,,,,,,
F. amana,,1,,,,,,,,,23.58,14.83,0,2.41,,,,,,,
F. amana,,1,,,,,,,,,22.68,14.82,0,0,,,,,,,
F. amana,,1,,,,,,,,,24.05,,,,,,,,,,
F. amana,,1,,,,,11.95,16.53,26.02,9.74,22.95,14.8,0.49,2.39,17.84,9.13,2,30,,,
F. amana,,1,,,,,,,,,22.57,14.8,0,1.56,,,,,,,
F. amana,,1,,,,,,,,,22.57,16.47,0,0.26,,,,,,,
F. amana,,1,,,,,,,,,23.34,16.47,0,0,,,,,,,
F. amana,,1,,,,,,,,,23.34,16.77,0,0,,,,,,,
F. amana,,1,,,,,,,,,24.41,16.47,0,0,,,,,,,
F. amana,,1,,,,,11.55,11.3,28.99,7.14,21.56,15.96,0,2.01,19.22,7.44,2,30,,,
F. amana,,1,,,,,,,,,21.77,15.96,0,1.28,,,,,,,
F. amana,,1,,,,,,,,,22.54,15.96,0,2.01,,,,,,,
F. amana,,1,,,,,,,,,24.2,15.96,0,3.14,,,,,,,
F. amana,,1,,,,,,,,,24,15.96,0,1.39,,,,,,,
F. amana,,1,,,,,,,,,24.14,14.71,0,2.97,,,,,,,
F. amana,,1,,,,,16.76,12.56,26.89,7.52,22.18,14.72,0,2.36,15.48,7.67,1,20,,,
F. amana,,1,,,,,,,,,22.54,14.72,0,2.36,,,,,,,
F. amana,,1,,,,,,,,,22.54,15.56,0,0.66,,,,,,,
F. amana,,1,,,,,,,,,22.54,15.56,0,1.48,,,,,,,
F. amana,,1,,,,,,,,,23.62,15.14,0,0,,,,,,,
F. amana,,1,,,,,,,,,brak,15.14,0,0,,,,,,,
F. amana,,1,,,,,10.34,8.72,14.37,25.24,23.35,14.87,0,2.09,16.06,6.66,2,90,,,
F. amana,,1,,,,,,,,,23.35,14.11,0,0.71,,,,,,,
F. amana,,1,,,,,,,,,22.29,14.49,0,0,,,,,,,
F. amana,,1,,,,,,,,,20.92,13.2,0,0,,,,,,,
F. amana,,1,,,,,,,,,22.5,14.87,0,0,,,,,,,
F. amana,,1,,,,,,,,,22.56,13.24,0,0,,,,,,,
F. amana,,1,,,,,10.85,8.48,8.48,25.24,22.34,13.83,0,0,14.97,7.98,2,90,,,
F. amana,,1,,,,,,,,,22.34,13.83,0,0,,,,,,,
F. amana,,1,,,,,,,,,20.74,13.34,0,0,,,,,,,
F. amana,,1,,,,,,,,,20.74,13.13,0,0,,,,,,,
F. amana,,1,,,,,,,,,23.45,13.13,0,0,,,,,,,
F. amana,,1,,,,,,,,,22.18,13.13,0,0,,,,,,,
F. ayakoana,,2,6,5,8,2,,,,,17.67,12.57,4.8,2.97,14.62,5.36,2,30,0.8,43,brak
F. ayakoana,,2,,,,2,,,,,19.89,13.25,4.05,3.95,12.84,6.78,,40,1.6,40,
F. ayakoana,,2,,,,2,,,,,19.94,12.58,3.59,3.89,,,,,0.3,39,
F. ayakoana,,2,,,,,,,,,22.39,14.18,4.67,4.37,,,,,,,
F. ayakoana,,2,,,,,,,,,19.37,13.61,5.85,4.09,,,,,,,
F. ayakoana,,2,,,,,,,,,19.62,9.97,5.86,3.54,,,,,,,
F. ayakoana,,2,,,,,,,,,17.66,12.32,2.24,3.64,,,,,,,
F. ayakoana,,2,,,,,,,,,20.6,10.82,3.39,3.65,,,,,,,
F. ayakoana,,2,,,,,,,,,19.87,13.9,2.01,4.21,,,,,,,
F. ayakoana,,2,,,,,,,,,20.19,12.39,1.16,4.93,,,,,,,
F. assyriaca,,3,,,,,14.17,14.46,25.88,6.91,22.01,15.64,0.63,1.81,16.09,8.26,2,85,6,46.75,0.00581
F. assyriaca,,3,,,,,,,,,22,14.27,1.08,4.07,,,,,,,
F. assyriaca,,3,,,,,,,,,20.24,14.92,0,3.69,,,,,,,
F. assyriaca,,3,,,,,,,,,23.26,14.9,0,1.47,,,,,,,
F. assyriaca,,3,,,,,,,,,23.63,15.47,0,1.69,,,,,,,
F. assyriaca,,3,,,,,,,,,21.62,13.62,0,2.03,,,,,,,
F. assyriaca,,3,,,,,17.33,22.33,26.01,9.27,22.12,14.73,0.68,1.91,18.02,8.19,2,60,6.4,65,0.00278
F. assyriaca,,3,,,,,,,,,22.99,14.74,0.68,1.89,,,,,,,
F. assyriaca,,3,,,,,,,,,22.65,14.74,0.68,1.44,,,,,,,
F. assyriaca,,3,,,,,,,,,18.78,14.83,0,1.27,,,,,,,
F. assyriaca,,3,,,,,,,,,23.79,14.83,0,1.38,,,,,,,
F. assyriaca,,3,,,,,,,,,23.58,14.83,0,2.41,,,,,,,
F. assyriaca,,3,,,,,,,,,22.68,14.82,0,0,,,,,,,
F. assyriaca,,3,,,,,,,,,24.05,,,,,,,,,,
F. assyriaca,,3,,,,,11.95,16.53,26.02,9.74,22.95,14.8,0.49,2.39,17.84,9.13,2,30,32,11,
F. assyriaca,,3,,,,,,,,,22.57,14.8,0,1.56,,,,,,,
F. assyriaca,,3,,,,,,,,,22.57,16.47,0,0.26,,,,,,,
F. assyriaca,,3,,,,,,,,,23.34,16.47,0,0,,,,,,,
F. assyriaca,,3,,,,,,,,,23.34,16.77,0,0,,,,,,,
F. assyriaca,,3,,,,,,,,,24.41,16.47,0,0,,,,,,,
F. assyriaca,,3,,,,,11.55,11.3,28.99,7.14,21.56,15.96,0,2.01,19.22,7.44,2,30,,47.5,0.00788
F. assyriaca,,3,,,,,,,,,21.77,15.96,0,1.28,,,,,,,
F. assyriaca,,3,,,,,,,,,22.54,15.96,0,2.01,,,,,,,
F. assyriaca,,3,,,,,,,,,24.2,15.96,0,3.14,,,,,,,
F. assyriaca,,3,,,,,,,,,24,15.96,0,1.39,,,,,,,
F. assyriaca,,3,,,,,,,,,24.14,14.71,0,2.97,,,,,,,
F. assyriaca,,3,,,,,16.76,12.56,26.89,7.52,22.18,14.72,0,2.36,15.48,7.67,1,20,,,0.00192
F. assyriaca,,3,,,,,,,,,22.54,14.72,0,2.36,,,,,,,
F. assyriaca,,3,,,,,,,,,22.54,15.56,0,0.66,,,,,,,
F. assyriaca,,3,,,,,,,,,22.54,15.56,0,1.48,,,,,,,
F. assyriaca,,3,,,,,,,,,23.62,15.14,0,0,,,,,,,
F. assyriaca,,3,,,,,,,,,brak,15.14,0,0,,,,,,,
F. assyriaca,,3,,,,,10.34,8.72,14.37,25.24,23.35,14.87,0,2.09,16.06,6.66,2,90,,,0.00039
F. assyriaca,,3,,,,,,,,,23.35,14.11,0,0.71,,,,,,,
F. assyriaca,,3,,,,,,,,,22.29,14.49,0,0,,,,,,,
F. assyriaca,,3,,,,,,,,,20.92,13.2,0,0,,,,,,,
F. assyriaca,,3,,,,,,,,,22.5,14.87,0,0,,,,,,,
F. assyriaca,,3,,,,,,,,,22.56,13.24,0,0,,,,,,,
F. assyriaca,,3,,,,,10.85,8.48,8.48,25.24,22.34,13.83,0,0,14.97,7.98,2,90,,,
F. assyriaca,,3,,,,,,,,,22.34,13.83,0,0,,,,,,,
F. assyriaca,,3,,,,,,,,,20.74,13.34,0,0,,,,,,,
F. assyriaca,,3,,,,,,,,,20.74,13.13,0,0,,,,,,,
F. assyriaca,,3,,,,,,,,,23.45,13.13,0,0,,,,,,,
F. assyriaca,,3,,,,,,,,,22.18,13.13,0,0,,,,,,,
F. bucharica,,2,,,7,6,31.85,28.39,20.48,26.56,16.71,6.72,1.81,5.56,12.35,6.5,9,135,0.3,53,0.000010
F. bucharica,,2,,,29,26,27.56,27.65,27.5,23.01,18.78,6.8,3.07,4.94,12.47,6.32,,45,0.25,56,0.06192
F. bucharica,,2,,,26,12,26.88,24.03,24.03,21.35,17.69,7.5,2.73,3.82,11.16,5.13,9,135,0.35,52,0.00024
F. bucharica,,2,,,13,9,28.04,28.04,28.04,18.18,16.77,6.89,2.25,4.18,10.83,5.33,9,125,0.31,51.5,0.000100
F. bucharica,,2,,,30,23,30.03,30.19,30.19,16.24,15.88,6.33,3.79,10.19,8.82,6.01,9,180,,50.75,0.00027
F. bucharica,,2,,,,,31.53,30.29,30.29,15.26,17.36,6.59,2.47,7.7,9.15,5.75,9,180,,,0.00025
F. bucharica,,2,,,,,20.34,18.6,23.37,19.7,15.07,7.16,0,2.86,7.7,5.43,11,110,,,
F. bucharica,,2,,,,,,,,,17.8,7.16,0,2.86,,,,,,,
F. bucharica,,2,,,,,,,,,13.22,7.16,0,2.86,,,,,,,
F. bucharica,,2,,,,,,,,,16.21,7.16,0,2.86,,,,,,,
F. bucharica,,2,,,,,,,,,16.45,7.16,0,2.86,,,,,,,
F. bucharica,,2,,,,,,,,,17.07,7.16,0,2.86,,,,,,,
F. bucharica,,2,,,,,18.52,24.68,20.1,17.51,18.86,8.13,0,5.6,10.05,5.48,11,140,,,
F. bucharica,,2,,,,,,,,,17.46,8.13,0,5.6,,,,,,,
F. bucharica,,2,,,,,,,,,14.41,8.13,0,5.6,,,,,,,
F. bucharica,,2,,,,,,,,,17.97,8.13,0,5.6,,,,,,,
F. bucharica,,2,,,,,,,,,15.72,8.13,0,5.6,,,,,,,
F. bucharica,,2,,,,,,,,,17.6,8.13,0,5.6,,,,,,,
F. bucharica,,2,,,,,16.06,15.88,17.08,16.59,16.59,9.3,0,4.78,10.07,5.93,11,135,,,
F. bucharica,,2,,,,,,,,,15.41,9.3,0,4.78,,,,,,,
F. bucharica,,2,,,,,,,,,15.78,9.3,0,4.78,,,,,,,
F. bucharica,,2,,,,,,,,,16.87,9.3,0,4.78,,,,,,,
F. bucharica,,2,,,,,,,,,16.43,9.3,0,4.78,,,,,,,
F. bucharica,,2,,,,,,,,,17.14,9.3,0,4.78,,,,,,,
F. bucharica,,2,,,,,24.01,26.46,19.03,17.33,15.33,8.53,0,7.11,11.72,6.59,11,140,,,
F. bucharica,,2,,,,,,,,,16.32,8.53,0,7.11,,,,,,,
F. bucharica,,2,,,,,,,,,16.1,8.53,0,7.11,,,,,,,
F. bucharica,,2,,,,,,,,,16.57,8.53,0,7.11,,,,,,,
F. bucharica,,2,,,,,,,,,16.52,8.53,0,7.11,,,,,,,
F. bucharica,,2,,,,,,,,,17.92,8.53,0,7.11,,,,,,,
F. bucharica,,2,,,,,17.11,22.81,15.24,16.85,16.85,8.63,0,6.02,10.73,5.66,11,115,,,
F. bucharica,,2,,,,,,,,,15.08,8.63,0,6.02,,,,,,,
F. bucharica,,2,,,,,,,,,15.45,8.63,0,6.02,,,,,,,
F. bucharica,,2,,,,,,,,,16.1,8.63,0,6.02,,,,,,,
F. bucharica,,2,,,,,,,,,15.91,8.63,0,6.02,,,,,,,
F. bucharica,,2,,,,,,,,,15.91,8.63,0,6.02,,,,,,,
F. bucharica,,2,,,,,19.18,23.05,14.16,15.79,14.9,8.67,0,5.28,11.09,6.45,11,135,,,
F. bucharica,,2,,,,,,,,,15.86,8.67,0,5.28,,,,,,,
F. bucharica,,2,,,,,,,,,15.27,8.67,0,5.28,,,,,,,
F. bucharica,,2,,,,,,,,,14.73,8.67,0,5.28,,,,,,,
F. bucharica,,2,,,,,,,,,15.75,8.67,0,5.28,,,,,,,
F. bucharica,,2,,,,,,,,,15.63,8.67,0,5.28,,,,,,,
F. bucharica,,2,,,,,27.84,25.82,9.04,27.94,13.81,6.43,0,13.41,6.91,4.8,11,130,,,
F. bucharica,,2,,,,,,,,,12.95,6.43,0,13.41,,,,,,,
F. bucharica,,2,,,,,,,,,12.33,6.43,0,13.41,,,,,,,
F. bucharica,,2,,,,,,,,,14.53,6.43,0,13.41,,,,,,,
F. bucharica,,2,,,,,,,,,13.31,6.43,0,13.41,,,,,,,
F. bucharica,,2,,,,,,,,,14.11,6.43,0,13.41,,,,,,,
F. bucharica,,2,,,,,26.28,26.57,9.96,24.45,11.2,7.24,0,10.96,6.53,4.58,11,130,,,
F. bucharica,,2,,,,,,,,,12.05,7.24,0,10.96,,,,,,,
F. bucharica,,2,,,,,,,,,11.06,7.24,0,10.96,,,,,,,
F. bucharica,,2,,,,,,,,,12.95,7.24,0,10.96,,,,,,,
F. bucharica,,2,,,,,,,,,9.47,7.24,0,10.96,,,,,,,
F. bucharica,,2,,,,,,,,,9.47,7.24,0,10.96,,,,,,,
F. bucharica,,2,,,,,28.19,27.45,7.55,27.67,12.17,6.24,4.19,12.9,7.33,4.2,11,145,,,
F. bucharica,,2,,,,,,,,,12.64,6.24,0,12.9,,,,,,,
F. bucharica,,2,,,,,,,,,13.34,6.24,0,12.9,,,,,,,
F. bucharica,,2,,,,,,,,,12.58,6.24,0,12.9,,,,,,,
F. bucharica,,2,,,,,,,,,13.05,6.24,0,12.9,,,,,,,
F. bucharica,,2,,,,,,,,,13.53,6.24,0,12.9,,,,,,,
F. bucharica,,2,,,,,25.41,26.55,7.93,23.66,11.66,6.53,5.35,13.3,3.94,1.09,11,180,,,
F. bucharica,,2,,,,,,,,,10.87,6.53,2.63,13.3,,,,,,,
F. bucharica,,2,,,,,,,,,12.15,6.53,0,13.3,,,,,,,
F. bucharica,,2,,,,,,,,,13.42,6.53,0,13.3,,,,,,,
F. bucharica,,2,,,,,,,,,12.99,6.53,0,13.3,,,,,,,
F. bucharica,,2,,,,,,,,,12.16,6.53,0,13.3,,,,,,,
F. caucasica,,3,9,,7,1,38.78,36.23,30.08,24.29,34.54,23.3,0,7.48,34.22,19.37,1,,0.6,24,0.00774
F. caucasica,,3,,,6,1,,,,,38.98,23.3,0,7.57,,,,,1.4,18,0.0232
F. caucasica,,3,,,3,4,,,,,36.08,23.3,0,9.9,,,,,22,16.5,
F. caucasica,,3,,,,,,,,,35.71,23.3,0,8.18,,,,,,34,
